name,reviews_count,fuelType,engine_displacement,no_cylinder,seats,transmission_type,fuel_tank_capacity,typeId,rating,minPrice,maxPrice,max_torque_nm,max_torque_rpm,max_power_bhp,max_power_rp,imageUrl,brandId,year,country
Maserati GranCabrio,2,Diesel,4691,8,4.0,Automatic,75.0,Convertible,4.0,176667,176667,520.0,0,460.0,0,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1732007997/evo/2024/11/Maserati_GranCabrio_Trofeo_review_evo_01_ljyjuw.jpg",Maserati,2024,Italy
Maserati GranTurismo,3,Petrol,4691,8,4.0,Automatic,86.0,Coupe,5.0,446667,446667,520.0,4750,460.0,7000,https://cdn.motor1.com/images/mgl/JOOE9n/s3/maserati-granturismo-folgore.jpg,Maserati,2023,Italy
Maserati Levante,4,Petrol,2979,6,5.0,Automatic,80.0,SUV,3.5,165556,182222,580.0,5750,350.0,5750,https://autohub.ma/wp-content/uploads/2024/07/maserati_levante_1.webp,Maserati,2023,Italy
Maserati Quattroporte,2,Petrol,3799,8,5.0,Automatic,80.0,Sedan,4.5,190000,235556,650.0,4000,530.0,6800,https://cdn.prod.website-files.com/63fe11299d35c575d57a5632/667958febb4a929fe15e2973_(1)1.jpg,Maserati,2024,Italy
Mclaren GT,1,Petrol,3994,8,,Automatic,72.0,Coupe,4.5,500000,500000,630.0,0,611.51,0,https://upload.wikimedia.org/wikipedia/commons/0/08/2022_McLaren_GT.jpg,McLaren,2024,UK
Mercedes-Benz A-Class Limousine,3,Diesel,1950,4,5.0,Automatic,66.0,Sedan,4.5,152222,282222,320.0,3500,147.51,4000,https://imgd.aeplcdn.com/1056x594/n/tl8njbb_1685321.jpg?q=80,Mercedes,2023,Germany
Mercedes-Benz AMG A 35,21,Petrol,1991,4,5.0,Automatic,51.0,Sedan,4.5,22100,22100,400.0,4000,301.73,5800,https://media.fastestlaps.com/mercedes-benz-amg-a-35-sedan.jpg,MG,2024,UK
Mercedes-Benz AMG A 45 S,35,Petrol,1991,4,5.0,Automatic,0.0,Hatchback,4.5,7322,11100,500.0,5250,415.71,6750,https://www.largus.fr/images/images/essai-mercedes-a-45-amg-rouge-2014i.jpg,MG,2023,UK
Mercedes-Benz AMG C 43,1,Petrol,2996,6,5.0,Automatic,0.0,Coupe,4.5,123333,123333,520.0,5000,384.87,6100,https://stimg.cardekho.com/images/carexteriorimages/930x620/Mercedes-Benz/AMG-C43/11277/1698911625529/front-left-side-47.jpg,MG,2024,UK
Mercedes-Benz AMG G 63,8,Petrol,3982,8,5.0,Automatic,0.0,SUV,4.5,283333,283333,850.0,3500,576.63,6000,https://i.gaw.to/vehicles/photos/08/56/085675_2018_mercedesbenz_Classe_G.jpg?640x400,MG,2022,UK
Mercedes-Benz AMG GLC 43,9,Petrol,2996,6,5.0,Automatic,0.0,SUV,4.5,10300,10844,520.0,5000,384.87,6100,https://www.motortrend.com/uploads/sites/5/2020/06/2020-Mercedes-AMG-GLC-43-34.jpg,MG,2024,UK
Mercedes-Benz AMG GLE 53,1,Petrol,2999,6,5.0,Automatic,85.0,Coupe,4.5,333333,388889,520.0,5800,435.0,6100,https://www.naplesillustrated.com/wp-content/uploads/sites/82/2023/10/Mercedes-AMG-GLE-53-Coupeedes-AMG-GLE-53-Coupe-parked-at-Nantahala-Lake-1024x694.jpg,MG,2024,UK
Mercedes-Benz AMG GLE 63 S,2,Petrol,3982,8,5.0,Automatic,0.0,SUV,4.5,238889,238889,850.0,5000,603.46,6500,https://vehicle-images.dealerinspire.com/cbe2-110012062/4JGFB8KB2RB205768/2b112d94c0728ec340be43ae9285825b.jpg,MG,2023,UK
Mercedes-Benz AMG GT,16,Petrol,3982,8,2.0,Automatic,75.0,Coupe,4.5,301111,301111,700.0,5500,576.63,6250,https://cdn-datak.motork.net/configurator-imgs/cars/fr/800/MERCEDES/AMG-GT/43063_COUPE-3-PORTES/mercedes-benz-amg-gt-coupe-front-view.jpg,MG,2024,UK
Mercedes-Benz C-Class,11,Diesel,1993,4,5.0,Automatic,0.0,Sedan,4.5,61111,67778,550.0,2200,261.49,4200,https://vehicle-images.dealerinspire.com/0239-11001113/W1KAF4GB9SR239777/55f59f66cd1b7bc95d64556813398760.jpg,Mercedes,2024,Germany
Mercedes-Benz CLS,60,Diesel,1950,4,5.0,Automatic,66.0,Coupe,4.5,9833,10133,500.0,2400,241.3,4200,https://wieck-mbusa-production.s3.amazonaws.com/photos/aea3a1025cd0d6abed5f3017a2b2c449d4f9c033/preview-928x522.jpg,Mercedes,2022,Germany
Mercedes-Benz E-Class,8,Diesel,2925,6,5.0,Automatic,0.0,Sedan,4.5,74444,94444,600.0,3200,281.61,4600,https://www.mercedes-benz.ca/content/dam/mb-nafta/ca/myco/my25/e-class/sedan/class-page/series/MBCAN-2025-E-SEDAN-CT-2-7-01-DR.jpg,Mercedes,2024,Germany
Mercedes-Benz EQC,1,Electric,0,0,5.0,Automatic,0.0,SUV,4.5,91633,91633,760.0,0,402.3,0,https://img.20mn.fr/SZFU5HuvQwy_rHT500jiwyk/1444x920_mercedes,Mercedes,2022,Germany
Mercedes-Benz EQS,2,Electric,0,0,5.0,Electric,0.0,Sedan,5.0,282222,282222,1020.0,0,750.97,0,"https://www.mercedes-benz.ch/content/dam/hq/passengercars/cars/eqs/eqs-v297-pi/overview/exterior-highlights/02-2024/images/mercedes-benz-eqs-v297-exterior-hotspot-start-3302x1858-02-2024.jpg/1740019606249.jpg?im=Crop,rect=(0,0,3302,1857);Resize=(1850)",Mercedes,2022,Germany
Mercedes-Benz G-Class,12,Diesel,2925,6,5.0,Automatic,100.0,SUV,4.5,191111,191111,600.0,3200,281.61,4600,https://mkt-vehicleimages-prd.autotradercdn.ca/photos/chrome/Expanded/White/2024MBSA80001/2024MBSA8000101.jpg,Mercedes,2023,Germany
Mercedes-Benz GLA,12,Diesel,1950,4,5.0,Automatic,0.0,SUV,4.5,49889,54333,400.0,2600,187.74,3800,https://www.mbusa.com/content/dam/mb-nafta/us/myco/my25/gla-class/gallery/series/gallery-class/2025-GLA-SUV-GAL-008-E-FE-DR.jpg,Mercedes,2023,Germany
Mercedes-Benz GLC,38,Diesel,1950,4,5.0,Automatic,66.0,SUV,4.5,68889,75556,400.0,2800,194.0,3800,https://vehicle-images.dealerinspire.com/f47b-210005944/W1NKM4HB6SF310513/ff8059d72bf3c714e5e88562793defae.jpg,Mercedes,2023,Germany
Mercedes-Benz GLC Coupe,5,Diesel,1950,4,5.0,Automatic,66.0,Coupe,5.0,34800,34800,500.0,2400,241.38,4200,https://i.gaw.to/content/photos/56/52/565245-le-mercedes-benz-glc-coupe-2024-suit-les-traces-de-son-frere.jpeg,Mercedes,2022,Germany
Mercedes-Benz GLE,2,Diesel,2925,6,5.0,Automatic,93.0,SUV,4.5,160000,160000,700.0,4000,325.8,4200,https://vehicle-images.dealerinspire.com/cbe2-110012062/4JGFB8KB2RB205768/2b112d94c0728ec340be43ae9285825b.jpg,Mercedes,2024,Germany
Mercedes-Benz GLS,10,Petrol,3982,8,7.0,Automatic,90.0,SUV,4.5,128889,274444,730.0,4500,549.81,6500,https://autohub.ma/wp-content/uploads/2024/07/mercedes-gls-maroc.webp,Mercedes,2022,Germany
Mercedes-Benz Maybach S-Class,7,Petrol,5980,12,4.0,Automatic,0.0,Sedan,4.5,277778,355556,900.0,4000,603.46,5500,"https://static.toiimg.com/thumb/msid-79305644,width-1280,height-720,resizemode-4/79305644.jpg",Mercedes,2024,Germany
Mercedes-Benz S-Class,12,Petrol,2999,6,5.0,Automatic,0.0,Sedan,4.5,177778,187778,500.0,4500,362.07,6100,https://stimg.cardekho.com/images/carexteriorimages/930x620/Mercedes-Benz/S-Class/10853/1690451611932/front-left-side-47.jpg,Mercedes,2022,Germany
Mercedes-Benz V-Class,8,Diesel,2143,4,7.0,Automatic,57.0,MUV,4.5,79000,162222,380.0,2400,161.0,3800,https://www.topgear.com/sites/default/files/2024/11/Mercedes_VClass__0002.jpg,Mercedes,2022,Germany
Mini Cooper 3 DOOR,15,Petrol,1998,4,4.0,Automatic,44.0,Hatchback,4.5,94111,94111,280.0,1250,189.08,6000,https://stimg.cardekho.com/images/carexteriorimages/930x620/Mini/3-DOOR/10593/1689937052417/front-left-side-47.jpg,Mini Cooper,2022,UK
Mini Cooper Convertible,14,Petrol,1998,4,4.0,Automatic,44.0,Convertible,4.5,57222,57222,280.0,1250,189.08,6000,https://media.ed.edmunds-media.com/mini/convertible/2023/oem/2023_mini_convertible_convertible_cooper-s_fq_oem_1_1600.jpg,Mini Cooper,2023,UK
Mini Cooper Countryman,13,Petrol,1998,4,5.0,Automatic,51.0,SUV,4.5,46667,48889,280.0,1350,189.08,6000,https://marocmobilite.ma/wp-content/uploads/2023/09/mini-countryman-marocmobilite.ma_.jpeg,Mini Cooper,2024,UK
Mini Cooper SE,3,Electric,0,0,4.0,Automatic,0.0,Hatchback,4.5,56556,56556,270.0,1000,181.03,0,https://www.motortrend.com/uploads/2022/11/2023-Mini-Cooper-SE-11.jpg,Mini Cooper,2024,UK
Nissan GT-R,20,Petrol,3798,6,4.0,Automatic,74.0,Coupe,4.5,235556,235556,637.0,5800,562.2,6800,https://www-europe.nissan-cdn.net/content/dam/Nissan/fr/vehicles/GT-R%202016/refonte-2023/header.jpg,Nissan,2022,Japan
Nissan Kicks,257,Petrol,1330,4,5.0,Automatic,50.0,SUV,4.5,10556,16556,254.0,1600,153.87,5500,https://www-europe.nissan-cdn.net/content/dam/Nissan/nissan_middle_east/vehicles/kicks/KICKS-2021/Kicks-Grade-s.jpg,Nissan,2023,Japan
Nissan Magnite,278,Petrol,999,3,5.0,Automatic,40.0,SUV,4.5,6633,11989,152.0,4400,98.63,5000,https://imgd.aeplcdn.com/664x374/n/cw/ec/173325/magnite-facelift-exterior-right-front-three-quarter-2.jpeg?isig=0&q=80,Nissan,2022,Japan
Porsche 911,8,Petrol,2981,6,4.0,Automatic,64.0,Coupe,4.5,192222,348889,450.0,5000,641.0,6500,https://www.leblogauto.com/wp-content/uploads/2018/11/1200-L-los-angeles-2018-porsche-911-carrera-s-et-4s.jpg,Porsche,2023,Germany
Porsche Cayenne,12,Petrol,3996,8,5.0,Automatic,90.0,SUV,4.5,141111,214444,770.0,4500,550.0,6000,https://cdn.motor1.com/images/mgl/y2PgRq/s1/2024-porsche-cayenne.jpg,Porsche,2024,Germany
Porsche Cayenne Coupe,6,Petrol,3996,8,4.0,Automatic,0.0,SUV,3.5,4344,4411,850.0,4500,631.62,6000,https://news-site-za.s3.af-south-1.amazonaws.com/images/2023/01/Porsche-Cayenne_Turbo_GT-2022-1600-10.jpg,Porsche,2024,Germany
Porsche Macan,9,Petrol,2894,6,5.0,Automatic,65.0,SUV,4.5,92456,163333,550.0,5600,434.49,6600,https://images-porsche.imgix.net/-/media/A0BDAE18C393426EAF3D7B7592FFD884_87919E93A7A0464CADD32AC9B8881AC8_MA22T3GOX0003-macan-t-front?w=2560&h=1440&q=45&crop=faces%2Centropy%2Cedges&auto=format,Porsche,2024,Germany
Porsche Panamera,1,Petrol,2894,8,5.0,Automatic,0.0,Wagon,4.5,175556,301111,770.0,4500,680.0,6000,https://i.gaw.to/vehicles/photos/40/35/403580-2024-porsche-panamera.jpg?640x400,Porsche,2024,Germany
Porsche Taycan,8,Electric,0,0,5.0,Electric,0.0,Wagon,4.5,170000,260000,650.0,0,482.76,0,https://autohub.ma/wp-content/uploads/2024/07/porsche-taycan-4.jpg,Porsche,2023,Germany
Renault KWID,545,Petrol,999,3,5.0,Automatic,28.0,Hatchback,4.5,5156,6656,91.0,4250,67.06,5500,https://www.usinenouvelle.com/mediatheque/8/1/6/000284618_896x598_c.jpg,Renault,2023,France
Renault Kiger,228,Petrol,999,3,5.0,Automatic,40.0,SUV,4.5,6656,11800,152.0,4400,98.63,5000,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202204/2022_Renault_Kiger_Metal_Musta.jpg?VersionId=TvH2S8bf80d8BzbooHbQAat1i0GRPMWY,Renault,2023,France
Renault Triber,774,Petrol,999,3,7.0,Automatic,40.0,MUV,4.5,6578,9456,96.0,3500,71.0,6250,https://cdn.wheel-size.com/automobile/body/renault-triber-2019-2024-1680168579.2012718.jpg,Renault,2024,France
Rolls-Royce Dawn,2,Petrol,6598,12,4.0,Automatic,0.0,Convertible,4.0,231111,231111,820.0,5000,563.0,6000,https://www.topgear.com/sites/default/files/cars-car/carousel/2016/07/5crrdawnncbgjuly2016.jpg,Unknown,2024,UK
Rolls-Royce Wraith,6,Petrol,6592,12,4.0,Automatic,83.0,Coupe,4.5,691111,801111,900.0,4500,591.0,5500,https://i.ytimg.com/vi/-V3AgInFu2U/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLAftAKJ9cYBEYHtXV_Cj1gPSsWc3Q,Unknown,2023,UK
Rolls-Royce Cullinan,15,Petrol,6750,12,5.0,Automatic,0.0,SUV,4.5,772222,772222,850.0,1600,563.0,5000,https://thegoodlife.fr/wp-content/uploads/sites/2/2018/05/suv-rolls-royce-insert-face-noir.jpg,Rolls-Royce,2024,UK
Rolls-Royce Ghost,15,Petrol,6750,12,5.0,Automatic,0.0,Sedan,4.5,772222,883333,820.0,1500,563.0,5250,https://media.ed.edmunds-media.com/rolls-royce/ghost/2025/ot/2025_rolls-royce_ghost_f34_ot_31925_1280.jpg,Rolls-Royce,2024,UK
Skoda Kodiaq,10,Petrol,1984,4,7.0,Automatic,58.0,SUV,4.5,41656,44433,320.0,4100,187.74,6000,https://mauto.ma/_next/image?url=https%3A%2F%2Fcdn.mauto.ma%2Fnewmauto%2Fimages%2Fimages-gallery-cars%2Fskoda-kodiaq-gallery_0.png&w=1080&q=75,Skoda,2022,Czech Republic
Skoda Kushaq,172,Petrol,1498,4,5.0,Automatic,50.0,SUV,4.5,12544,21656,250.0,3500,147.51,6000,https://www.carbike360.com/_next/image?url=https%3A%2F%2Fd2uqhpl0gyo7mc.cloudfront.net%2Fsmall_skoda_kushaq_302ba30fbe.jpg&w=3840&q=75,Skoda,2024,Czech Republic
Skoda Octavia,20,Petrol,1984,4,5.0,Automatic,50.0,Sedan,4.5,29833,33167,320.0,3990,187.74,6000,https://www.steveny.eu/sites/default/files/styles/header_image_new/public/2024-02/skoda_octavia_facelift_2024_3.png.jpg?itok=knHIC2CP,Skoda,2024,Czech Republic
Skoda Slavia,52,Petrol,1498,4,5.0,Automatic,45.0,Sedan,4.5,12211,20433,250.0,3500,147.52,6000,https://images.autox.com/uploads/2023/11/Skoda-Slavia-Elegance-Edition.jpg,Skoda,2023,Czech Republic
Skoda Superb,22,Petrol,1984,4,5.0,Automatic,66.0,Sedan,4.5,37211,40656,320.0,4200,187.74,6000,https://www.leguideauto.ma/contents/cars/pictures/2022/05/large/g4UXfFoykTmsIu0FEOae8kQaEMrbMxzEqVBTM4MB.webp,Skoda,2022,Czech Republic
Strom Motors R3,2,Electric,0,0,2.0,Electric,0.0,Hatchback,3.5,240000,244444,90.0,0,20.11,0,https://stimg.cardekho.com/images/carexteriorimages/930x620/Strom-Motors/R3/8412/1615967980998/front-left-side-47.jpg,Strom Motors,2022,India
Tata Altroz,1025,Diesel,1497,4,5.0,Manual,37.0,Hatchback,4.5,7000,11389,200.0,3000,88.77,4000,https://img.gaadicdn.com/images/car-images/large/Tata/Altroz/10707/1706785701598/223_Arcade-Grey_323333.jpg,Tata,2022,India
Tata Harrier,2392,Diesel,1956,4,5.0,Automatic,50.0,SUV,4.5,16333,24667,350.0,2500,167.67,3750,"https://static.toiimg.com/thumb/msid-104216915,width-1280,height-720,resizemode-4/104216915.jpg",Tata,2023,India
Tata Nexon,568,Diesel,1497,4,5.0,Automatic,44.0,SUV,4.5,8444,15644,260.0,2750,108.49,4000,https://delen.s3.ap-southeast-1.amazonaws.com/tata_nexon_facelift_bc773d7cd6.jpg,Tata,2022,India
Tata Nexon EV Max,1,Electric,0,0,5.0,Electric,0.0,SUV,5.0,5144,6478,250.0,0,141.04,0,https://stimg.cardekho.com/images/carexteriorimages/630x420/Tata/Nexon-EV-Max/9149/1675688560729/front-left-side-47.jpg,Tata,2023,India
Tata Punch,381,Petrol,1199,3,5.0,Automatic,37.0,SUV,4.5,6589,10544,113.0,3400,84.48,6000,https://imgd-ct.aeplcdn.com/664x415/n/1otjpeb_1773385.jpg?q=80,Tata,2023,India
Tata Tiago,435,CNG,1199,3,5.0,Manual,60.0,Hatchback,4.5,6000,8689,95.0,3500,72.0,6000,https://img.gaadicdn.com/images/car-images/large/Tata/Tiago/10655/1738151372122/225_Daytona-Grey_414141.jpg,Tata,2024,India
Tata Tiago NRG,12,Petrol,1199,3,5.0,Automatic,35.0,Hatchback,4.5,7133,8200,113.0,3300,84.48,6000,https://cdn.wheel-size.com/automobile/body/tata-tiago-nrg-2021-2023-1656312775.3651354.jpg,Tata,2024,India
Tata Tigor,136,CNG,1199,3,5.0,Manual,60.0,Sedan,4.5,6667,9544,95.0,3500,72.4,6000,https://imgd-ct.aeplcdn.com/664x415/n/ssadv9b_1808221.jpg?q=80,Tata,2023,India
Tata Yodha Pickup,4,Diesel,2956,4,4.0,Manual,45.0,Pickup Truck,4.5,7722,8333,250.0,2000,85.0,3000,https://5.imimg.com/data5/SELLER/Default/2023/12/370000879/OF/DF/PO/45431778/tata-yodha-pickup-truck-payload-1200-kg.png,Tata,2022,India
Toyota Camry,6,Petrol,2498,4,5.0,Automatic,0.0,Sedan,4.5,49278,49278,221.0,5200,175.67,5700,https://images.dealer.com/ddc/vehicles/2025/Toyota/Camry/Sedan/trim_LE_4b85cc/color/Ocean%20Gem-795-5%2C96%2C114-640-en_US.jpg?impolicy=downsize_bkpt&imdensity=1&w=520,Toyota,2023,Japan
Toyota Fortuner,99,Diesel,2755,4,7.0,Automatic,80.0,SUV,4.5,36000,55078,500.0,2800,201.15,3400,https://cdn.wheel-size.com/automobile/body/toyota-fortuner-2020-2025-1711539970.3800611.jpg,Toyota,2022,Japan
Toyota Glanza,23,Petrol,1197,4,5.0,Automatic,37.0,Hatchback,4.5,33222,41056,113.0,4400,88.5,6000,https://imgd.aeplcdn.com/664x374/n/cw/ec/112839/glanza-exterior-right-front-three-quarter-5.jpeg?isig=0&q=80,Toyota,2024,Japan
Toyota Hilux,13,Diesel,2755,4,5.0,Automatic,80.0,Pickup Truck,4.5,37767,40889,500.0,2800,201.15,3400,https://www.utilicare.eu/wp-content/uploads/2024/02/toyota-hilux-dimensions-et-charge-utile-1024x581.jpeg,Toyota,2022,Japan
Toyota Innova Crysta,91,Diesel,2393,4,8.0,Automatic,55.0,MUV,4.5,19844,29489,360.0,2600,148.0,3400,https://imgd.aeplcdn.com/642x336/n/cw/ec/140809/innova-crysta-exterior-right-front-three-quarter-2.png?isig=0&q=80,Toyota,2024,Japan
Toyota Vellfire,13,Petrol,2494,4,7.0,Automatic,58.0,MUV,4.5,102889,102889,198.0,4000,115.32,4700,https://imgd.aeplcdn.com/664x374/n/cw/ec/154483/vellfire-exterior-right-front-three-quarter-2.jpeg?isig=0&q=80,Toyota,2024,Japan
Volkswagen Taigun,68,Petrol,1498,4,5.0,Automatic,50.0,SUV,4.5,12667,20667,250.0,3500,147.51,6000,https://img.autocarpro.in/autocarpro/bd8017ab-ccd1-4640-b7d8-06130e3963bf_BLACK-TAIGUN.jpg,Volkswagen,2024,Germany
Volkswagen Tiguan,5,Petrol,1984,4,5.0,Automatic,60.0,SUV,4.5,36433,36444,320.0,4100,187.74,6000,https://services.netwheels.fi/UudetAutotMat/atk/prod/original/10/577/4869bbe5-6fc2-4bbe-b4b1-bc292ff4ef7a.jpg,Volkswagen,2022,Germany
Volkswagen Vento,94,Petrol,999,3,5.0,Automatic,55.0,Sedan,4.5,11111,16044,175.0,4000,108.62,5500,https://imgd.aeplcdn.com/1920x1080/cw/ec/26563/Volkswagen-Vento-Right-Front-Three-Quarter-169094.jpg?wm=0&q=80&q=80,Volkswagen,2023,Germany
Volkswagen Virtus,69,Petrol,1498,4,5.0,Automatic,45.0,Sedan,4.5,12467,19911,250.0,3500,147.51,6000,https://www.financialexpress.com/wp-content/uploads/2024/10/Volkswagen-Virtus-GT-Line.jpg,Volkswagen,2022,Germany
Volvo S60,7,Petrol,1969,4,5.0,Automatic,0.0,Sedan,4.5,51000,51000,300.0,0,190.0,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/2019_Volvo_S60_R-Design_Edition_T5_Automatic_2.0_Front.jpg/1200px-2019_Volvo_S60_R-Design_Edition_T5_Automatic_2.0_Front.jpg,Volvo,2023,Sweden
Volvo S90,8,Petrol,1969,4,5.0,Automatic,60.0,Sedan,4.5,73222,73222,350.0,0,246.58,0,"https://hips.hearstapps.com/hmg-prod/images/2024-volvo-s90-103-66a11cb112494.jpg?crop=0.431xw:0.381xh;0.309xw,0.554xh&resize=1200:*",Volvo,2022,Sweden
Volvo XC40,20,Petrol,1969,4,5.0,Automatic,54.0,SUV,4.5,49444,49444,300.0,0,187.4,0,https://i.gaw.to/vehicles/photos/40/29/402937-2022-volvo-xc40.jpg?640x400,Volvo,2022,Sweden
Volvo XC60,24,Petrol,1998,5,5.0,Automatic,70.0,SUV,4.5,73222,73222,440.0,3000,246.74,4000,https://mauto.ma/_next/image?url=https%3A%2F%2Fcdn.mauto.ma%2Fnewmauto%2Fimages%2Fimages-gallery-cars%2Fvolvo-xc60-gallery_0.png&w=1080&q=75,Volvo,2023,Sweden
Volvo XC90,35,Petrol,1969,4,7.0,Automatic,68.0,SUV,4.5,104333,107389,640.0,1740,400.0,0,https://img.sm360.ca/ir/w770/images/article/groupe-volvo-de-quebec/136641//333142_new_volvo_xc90_studio_still1734752335806.JPG,Volvo,2024,Sweden
